core_event_id,game_date,home_team,away_team,home_abbrev,away_abbrev,team_key,game_id,source,saves_event_id,market_event_id
,2024-01-17,Buffalo Sabres,Chicago Blackhawks,BUF,CHI,BUF|CHI,,market_state,,c9b4e903f451775cc210c14503de80cd
