side,cluster_id,blind_profit_sum,blind_bet_count,model_profit_sum,model_bet_count
OVER,2024020301:8479361,2.8899999999999997,3,0.0,0
OVER,2024020302:8478905,2.84,3,0.0,0
OVER,2024020302:8481611,-1.0,1,-1.0,1
OVER,2024020303:8478406,-3.0,3,0.0,0
OVER,2024020303:8479979,-3.0,3,-3.0,3
OVER,2024020304:8478916,-3.0,3,-3.0,3
OVER,2024020305:8479496,-3.0,3,-3.0,3
OVER,2024020305:8480045,-3.0,3,0.0,0
OVER,2024020306:8476914,-1.0,1,0.0,0
OVER,2024020306:8478872,1.0899999999999999,1,0.0,0
OVER,2024020307:8476999,0.8400000000000001,1,0.0,0
OVER,2024020307:8478492,0.8400000000000001,1,0.0,0
OVER,2024020308:8478009,1.0,1,0.0,0
OVER,2024020308:8479312,-1.0,1,0.0,0
OVER,2024020309:8474593,-1.0,1,0.0,0
OVER,2024020310:8480313,-1.0,1,0.0,0
OVER,2024020311:8478007,-1.0,1,-1.0,1
OVER,2024020312:8476412,-1.0,1,0.0,0
OVER,2024020313:8475852,0.97,1,0.0,0
OVER,2024020314:8478048,0.9299999999999999,1,0.0,0
OVER,2024020314:8481692,0.73,1,0.0,0
OVER,2024020315:8470594,0.9299999999999999,1,0.0,0
OVER,2024020315:8479973,-1.0,1,-1.0,1
OVER,2024020316:8476945,-2.0,2,0.0,0
OVER,2024020316:8477465,-2.0,2,0.0,0
OVER,2024020317:8476434,1.54,2,0.0,0
OVER,2024020317:8480045,-2.0,2,-2.0,2
OVER,2024020318:8475852,1.62,2,0.0,0
OVER,2024020318:8482783,-2.0,2,0.0,0
OVER,2024020319:8478435,-2.0,2,0.0,0
OVER,2024020320:8479496,-2.0,2,-1.0,1
OVER,2024020321:8475683,-2.0,2,-2.0,2
OVER,2024020322:8478470,-2.0,2,0.0,0
OVER,2024020322:8478499,-2.0,2,0.0,0
OVER,2024020323:8476999,-2.0,2,-2.0,2
OVER,2024020323:8480947,-2.0,2,0.0,0
OVER,2024020324:8475660,1.7400000000000002,2,0.0,0
OVER,2024020324:8480280,-2.0,2,0.0,0
OVER,2024020325:8476883,-2.0,2,0.0,0
OVER,2024020325:8479979,1.92,2,1.92,2
OVER,2024020326:8477968,-2.0,2,0.0,0
OVER,2024020326:8478872,-2.0,2,0.0,0
OVER,2024020327:8474596,-2.0,2,0.0,0
OVER,2024020327:8479292,1.61,2,1.61,2
OVER,2024020328:8478007,1.75,2,0.0,0
OVER,2024020328:8481611,1.92,2,0.0,0
OVER,2024020330:8476412,1.8299999999999998,2,0.0,0
OVER,2024020330:8478009,-2.0,2,0.0,0
OVER,2024020331:8478406,-2.0,2,0.0,0
OVER,2024020332:8471734,1.6600000000000001,2,0.0,0
OVER,2024020332:8479973,1.94,2,0.99,1
OVER,2024020333:8478872,1.6300000000000001,2,0.0,0
OVER,2024020333:8479361,-2.0,2,0.0,0
OVER,2024020334:8476883,-2.0,2,-1.0,1
OVER,2024020334:8481020,-2.0,2,0.0,0
OVER,2024020335:8480313,-2.0,2,0.0,0
OVER,2024020335:8481519,1.8499999999999999,2,0.0,0
OVER,2024020336:8474593,-2.0,2,-2.0,2
OVER,2024020337:8478048,1.71,2,0.0,0
OVER,2024020337:8480981,1.61,2,0.0,0
OVER,2024020338:8478905,-2.0,2,0.0,0
OVER,2024020339:8477484,-2.0,2,0.0,0
OVER,2024020339:8479979,-2.0,2,0.0,0
OVER,2024020340:8476341,-2.0,2,-2.0,2
OVER,2024020340:8481692,-2.0,2,0.0,0
OVER,2024020341:8473575,-2.0,2,-2.0,2
OVER,2024020341:8479312,-2.0,2,0.0,0
OVER,2024020342:8476945,1.95,2,0.0,0
OVER,2024020342:8479406,1.61,2,1.61,2
OVER,2024020343:8478916,-2.0,2,0.0,0
OVER,2024020343:8480843,-2.0,2,0.0,0
OVER,2024020344:8479496,-2.0,2,-2.0,2
OVER,2024020345:8480280,-2.0,2,-2.0,2
OVER,2024020345:8480947,1.75,2,0.0,0
OVER,2024020346:8478470,-2.0,2,0.0,0
OVER,2024020346:8478872,-2.0,2,0.0,0
OVER,2024020347:8479406,1.62,2,0.0,0
OVER,2024020347:8480045,1.92,2,1.92,2
OVER,2024020348:8474593,-2.0,2,0.0,0
OVER,2024020348:8476412,1.8399999999999999,2,0.0,0
OVER,2024020349:8477484,-2.0,2,-2.0,2
OVER,2024020349:8478048,-2.0,2,0.0,0
OVER,2024020350:8475660,-2.0,2,0.0,0
OVER,2024020350:8478435,-2.0,2,0.0,0
OVER,2024020351:8476883,1.75,2,0.0,0
OVER,2024020351:8479292,-2.0,2,0.0,0
OVER,2024020352:8475683,-2.0,2,-2.0,2
OVER,2024020352:8476932,-2.0,2,0.0,0
OVER,2024020353:8478009,-2.0,2,0.0,0
OVER,2024020354:8477465,-2.0,2,0.0,0
OVER,2024020355:8478007,-2.0,2,0.0,0
OVER,2024020355:8480051,-2.0,2,0.0,0
OVER,2024020356:8477424,-2.0,2,0.0,0
OVER,2024020356:8482783,-1.0,1,0.0,0
OVER,2024020357:8475852,-2.0,2,0.0,0
OVER,2024020357:8479193,-2.0,2,-2.0,2
OVER,2024020358:8480382,-2.0,2,0.0,0
OVER,2024020359:8476945,1.8199999999999998,2,0.0,0
OVER,2024020359:8479496,-2.0,2,-2.0,2
OVER,2024020360:8478916,1.6800000000000002,2,1.6800000000000002,2
OVER,2024020361:8476999,1.6600000000000001,2,1.6600000000000001,2
OVER,2024020361:8478406,-2.0,2,0.0,0
OVER,2024020362:8478048,0.9099999999999999,1,0.0,0
OVER,2024020362:8478905,-1.0,1,0.0,0
OVER,2024020363:8475852,-1.0,1,0.0,0
OVER,2024020364:8480045,-2.0,2,-2.0,2
OVER,2024020366:8473575,-1.0,1,0.0,0
OVER,2024020366:8480313,-2.0,2,-2.0,2
OVER,2024020367:8475683,-2.0,2,0.0,0
OVER,2024020367:8477484,-1.0,1,-1.0,1
OVER,2024020368:8478007,-2.0,2,-2.0,2
OVER,2024020371:8477970,-2.0,2,0.0,0
OVER,2024020372:8477465,0.8,1,0.0,0
OVER,2024020372:8480280,2.0199999999999996,2,1.0699999999999998,1
OVER,2024020373:8479979,1.97,2,0.0,0
OVER,2024020373:8480382,-2.0,2,0.0,0
OVER,2024020374:8478499,-2.0,2,0.0,0
OVER,2024020375:8475717,1.7000000000000002,2,0.0,0
OVER,2024020375:8478872,1.69,2,0.0,0
OVER,2024020376:8471734,1.6800000000000002,2,0.0,0
OVER,2024020376:8478470,-3.0,3,0.0,0
OVER,2024020377:8477484,-2.0,2,0.0,0
OVER,2024020377:8481519,-3.0,3,0.0,0
OVER,2024020378:8479361,2.92,3,2.92,3
OVER,2024020380:8477968,1.78,2,0.0,0
OVER,2024020381:8476412,2.76,3,0.0,0
OVER,2024020381:8482783,-2.0,2,0.0,0
OVER,2024020382:8479496,-3.0,3,-1.0,1
OVER,2024020383:8473503,-3.0,3,0.0,0
OVER,2024020383:8478009,2.7800000000000002,3,1.04,1
OVER,2024020384:8479406,-3.0,3,-3.0,3
OVER,2024020385:8479973,2.75,3,2.75,3
OVER,2024020387:8478406,1.75,2,0.0,0
OVER,2024020388:8475660,-3.0,3,0.0,0
OVER,2024020389:8480280,0.77,1,0.0,0
OVER,2024020390:8475852,2.5,3,0.0,0
OVER,2024020390:8478007,2.71,3,0.0,0
OVER,2024020391:8476945,2.38,3,0.0,0
OVER,2024020391:8479979,2.38,3,0.0,0
OVER,2024020393:8474593,2.63,3,1.72,2
OVER,2024020393:8478048,-3.0,3,0.0,0
OVER,2024020394:8476932,2.5200000000000005,3,2.5200000000000005,3
OVER,2024020394:8482821,-2.0,2,0.0,0
OVER,2024020395:8478872,-3.0,3,0.0,0
OVER,2024020395:8479193,2.94,3,0.0,0
OVER,2024020396:8476914,-2.0,2,-2.0,2
OVER,2024020396:8478024,2.4400000000000004,3,0.0,0
OVER,2024020397:8480045,2.7399999999999998,3,2.7399999999999998,3
OVER,2024020397:8480382,-3.0,3,-3.0,3
OVER,2024020398:8478009,2.6100000000000003,3,0.0,0
OVER,2024020398:8478470,2.5200000000000005,3,2.5200000000000005,3
OVER,2024020399:8477465,2.58,3,0.0,0
OVER,2024020399:8481519,-3.0,3,0.0,0
OVER,2024020400:8478406,-3.0,3,0.0,0
OVER,2024020400:8480313,2.86,3,2.86,3
OVER,2024020401:8481611,-3.0,3,-3.0,3
OVER,2024020402:8479406,2.5200000000000005,3,2.5200000000000005,3
OVER,2024020403:8476945,2.4000000000000004,3,0.0,0
OVER,2024020403:8480981,-3.0,3,0.0,0
OVER,2024020404:8478007,-2.0,2,0.0,0
OVER,2024020404:8478435,-3.0,3,0.0,0
OVER,2024020405:8478499,2.69,3,0.0,0
OVER,2024020405:8479973,-3.0,3,0.0,0
OVER,2024020406:8477424,-3.0,3,-3.0,3
OVER,2024020406:8479361,-3.0,3,-3.0,3
OVER,2024020407:8475852,-3.0,3,0.0,0
OVER,2024020407:8480280,-3.0,3,0.0,0
OVER,2024020408:8476434,2.63,3,0.0,0
OVER,2024020408:8478492,-3.0,3,0.0,0
OVER,2024020409:8479496,2.94,3,2.94,3
OVER,2024020409:8479979,-3.0,3,0.0,0
OVER,2024020410:8476945,2.66,3,0.0,0
OVER,2024020410:8480045,2.9,3,0.0,0
OVER,2024020412:8476999,-3.0,3,-3.0,3
OVER,2024020412:8478024,2.83,3,0.0,0
OVER,2024020413:8477970,-3.0,3,0.0,0
OVER,2024020414:8478905,-2.0,2,0.0,0
OVER,2024020414:8481519,2.4000000000000004,3,0.0,0
OVER,2024020415:8481611,-1.0,1,0.0,0
OVER,2024020416:8478009,-3.0,3,0.0,0
OVER,2024020417:8476412,2.79,3,0.0,0
OVER,2024020417:8478435,-3.0,3,0.0,0
OVER,2024020418:8475717,-3.0,3,-3.0,3
OVER,2024020419:8476932,-3.0,3,0.0,0
OVER,2024020419:8479292,-3.0,3,-3.0,3
OVER,2024020420:8474593,-2.0,2,-1.0,1
OVER,2024020420:8475831,1.7400000000000002,2,0.0,0
OVER,2024020421:8477968,1.6,2,0.0,0
OVER,2024020421:8478048,-3.0,3,0.0,0
OVER,2024020422:8478007,-3.0,3,-3.0,3
OVER,2024020422:8480947,1.7400000000000002,2,0.0,0
OVER,2024020423:8478499,2.7,3,0.0,0
OVER,2024020423:8479979,-3.0,3,0.0,0
OVER,2024020424:8476434,2.5100000000000002,3,2.5100000000000002,3
OVER,2024020424:8479406,2.84,3,2.84,3
OVER,2024020425:8480280,-3.0,3,0.0,0
OVER,2024020425:8482783,1.61,2,0.0,0
OVER,2024020426:8478872,-4.0,4,-4.0,4
OVER,2024020426:8480045,-2.0,2,0.0,0
OVER,2024020427:8475852,-4.0,4,0.0,0
OVER,2024020428:8478009,-3.0,3,0.0,0
OVER,2024020428:8481611,-4.0,4,-4.0,4
OVER,2024020429:8475683,3.13,4,3.13,4
OVER,2024020429:8478406,3.2700000000000005,4,0.0,0
OVER,2024020430:8478470,3.49,4,0.0,0
OVER,2024020430:8480313,-4.0,4,0.0,0
OVER,2024020431:8476999,3.62,4,3.62,4
OVER,2024020431:8477424,-4.0,4,0.0,0
OVER,2024020432:8478024,-4.0,4,0.0,0
OVER,2024020432:8480382,3.7799999999999994,4,3.7799999999999994,4
OVER,2024020433:8477465,-3.0,3,0.0,0
OVER,2024020433:8479361,-2.0,2,0.0,0
OVER,2024020434:8470594,3.61,4,2.66,3
OVER,2024020435:8476412,-4.0,4,0.0,0
OVER,2024020435:8479973,3.5700000000000003,4,3.5700000000000003,4
OVER,2024020436:8475831,0.9099999999999999,1,0.0,0
OVER,2024020439:8478007,-4.0,4,0.0,0
OVER,2024020440:8474596,-4.0,4,-4.0,4
OVER,2024020440:8475809,-4.0,4,0.0,0
OVER,2024020441:8483530,-4.0,4,0.0,0
OVER,2024020442:8479979,3.38,4,0.9299999999999999,1
OVER,2024020442:8481692,-4.0,4,0.0,0
OVER,2024020443:8473503,3.85,4,1.1,1
OVER,2024020443:8478024,-4.0,4,0.0,0
OVER,2024020444:8478048,3.39,4,0.0,0
OVER,2024020444:8482821,-3.0,3,0.0,0
OVER,2024020445:8478470,3.6799999999999997,4,3.6799999999999997,4
OVER,2024020446:8474593,-4.0,4,-4.0,4
OVER,2024020446:8476932,3.3200000000000003,4,0.0,0
OVER,2024020447:8475809,-4.0,4,-2.0,2
OVER,2024020447:8477465,-4.0,4,-1.0,1
OVER,2024020448:8477970,-4.0,4,0.0,0
OVER,2024020448:8481611,-4.0,4,-4.0,4
OVER,2024020449:8478007,-4.0,4,0.0,0
OVER,2024020449:8481035,-4.0,4,0.0,0
OVER,2024020450:8475311,-3.0,3,-3.0,3
OVER,2024020450:8478009,3.6799999999999997,4,0.95,1
OVER,2024020451:8478435,-3.0,3,0.0,0
OVER,2024020452:8476945,-4.0,4,0.0,0
OVER,2024020452:8480280,3.96,4,0.0,0
OVER,2024020453:8479973,-3.0,3,-3.0,3
OVER,2024020454:8478872,2.5,3,2.5,3
OVER,2024020454:8479406,-3.0,3,0.0,0
OVER,2024020455:8477967,-4.0,4,0.0,0
OVER,2024020455:8480981,-2.0,2,0.0,0
OVER,2024020456:8475683,-3.0,3,0.0,0
OVER,2024020456:8478916,3.16,4,3.16,4
OVER,2024020457:8478048,3.2800000000000002,4,0.0,0
OVER,2024020458:8476999,3.75,4,3.75,4
OVER,2024020459:8476932,-4.0,4,-4.0,4
OVER,2024020459:8480843,3.7299999999999995,4,1.91,2
OVER,2024020460:8477465,-4.0,4,0.0,0
OVER,2024020460:8478470,-4.0,4,0.0,0
OVER,2024020461:8474593,-4.0,4,-4.0,4
OVER,2024020462:8475660,3.7399999999999998,4,0.0,0
OVER,2024020462:8482783,1.6600000000000001,2,0.8300000000000001,1
OVER,2024020463:8479292,3.24,4,0.0,0
OVER,2024020463:8482982,2.8200000000000003,3,0.0,0
OVER,2024020464:8478009,3.6399999999999997,4,0.0,0
OVER,2024020464:8482821,-2.0,2,0.0,0
OVER,2024020465:8476412,3.82,4,3.82,4
OVER,2024020465:8480382,-4.0,4,0.0,0
OVER,2024020466:8479979,-4.0,4,-3.0,3
OVER,2024020467:8475717,2.83,3,2.83,3
OVER,2024020467:8479406,-4.0,4,0.0,0
OVER,2024020468:8476945,3.46,4,0.0,0
OVER,2024020468:8478499,-4.0,4,0.0,0
OVER,2024020469:8475809,-4.0,4,0.0,0
OVER,2024020469:8478872,-3.0,3,-3.0,3
OVER,2024020470:8476883,-3.0,3,0.0,0
OVER,2024020470:8478435,-4.0,4,-4.0,4
OVER,2024020471:8475683,-3.0,3,-3.0,3
OVER,2024020471:8480947,-4.0,4,0.0,0
OVER,2024020472:8476914,-4.0,4,0.0,0
OVER,2024020473:8476999,3.78,4,0.0,0
OVER,2024020473:8481611,-4.0,4,-3.0,3
OVER,2024020474:8474593,-4.0,4,-4.0,4
OVER,2024020475:8478048,-4.0,4,0.0,0
OVER,2024020476:8470594,-4.0,4,0.0,0
OVER,2024020476:8481035,-3.0,3,0.0,0
OVER,2024020478:8477465,3.41,4,0.0,0
OVER,2024020479:8478024,-4.0,4,-1.0,1
OVER,2024020479:8479361,-4.0,4,-3.0,3
OVER,2024020480:8480045,3.4400000000000004,4,0.0,0
OVER,2024020480:8480313,-4.0,4,-4.0,4
OVER,2024020481:8476434,3.47,4,0.0,0
OVER,2024020481:8482982,-4.0,4,0.0,0
OVER,2024020482:8476945,3.3400000000000003,4,0.8700000000000001,1
OVER,2024020482:8478470,-4.0,4,0.0,0
OVER,2024020483:8476412,3.3400000000000003,4,0.0,0
OVER,2024020483:8479979,-4.0,4,-1.0,1
OVER,2024020484:8477424,3.16,4,2.41,3
OVER,2024020485:8481519,-2.0,2,-2.0,2
OVER,2024020485:8481692,3.9299999999999997,4,0.0,0
OVER,2024020486:8477967,-4.0,4,0.0,0
OVER,2024020487:8477970,1.7899999999999998,2,0.0,0
OVER,2024020488:8475831,-4.0,4,0.0,0
OVER,2024020489:8478009,-4.0,4,0.0,0
OVER,2024020489:8482821,3.21,4,0.0,0
OVER,2024020490:8482221,1.55,2,0.0,0
OVER,2024020490:8483710,-3.0,3,0.0,0
OVER,2024020491:8474682,0.78,1,0.78,1
OVER,2024020491:8478007,-4.0,4,0.0,0
OVER,2024020492:8471734,-2.0,2,0.0,0
OVER,2024020492:8480981,-2.0,2,0.0,0
OVER,2024020493:8482661,-1.0,1,0.0,0
OVER,2024020494:8479292,-4.0,4,-1.0,1
OVER,2024020494:8479979,3.2,4,0.0,0
OVER,2024020495:8475683,-4.0,4,0.0,0
OVER,2024020495:8479973,-4.0,4,0.0,0
OVER,2024020496:8477967,3.3600000000000003,4,3.3600000000000003,4
OVER,2024020496:8478406,-3.0,3,0.0,0
OVER,2024020497:8478470,-4.0,4,0.0,0
OVER,2024020497:8480045,-4.0,4,0.0,0
OVER,2024020498:8476883,3.78,4,3.78,4
OVER,2024020498:8482982,-0.29000000000000004,4,0.0,0
OVER,2024020499:8475311,4.01,4,1.1800000000000002,1
OVER,2024020499:8477968,3.59,4,0.0,0
OVER,2024020500:8478009,-4.0,4,0.0,0
OVER,2024020500:8481611,3.6399999999999997,4,3.6399999999999997,4
OVER,2024020501:8474593,-3.0,3,-3.0,3
OVER,2024020501:8476412,-4.0,4,0.0,0
OVER,2024020502:8478048,3.2800000000000002,4,0.0,0
OVER,2024020503:8482821,-4.0,4,0.0,0
OVER,2024020504:8480280,-3.0,3,-1.0,1
OVER,2024020504:8481692,3.38,4,0.0,0
OVER,2024020505:8476999,3.35,4,0.0,0
OVER,2024020505:8478916,-4.0,4,0.0,0
OVER,2024020506:8476945,3.7299999999999995,4,3.7299999999999995,4
OVER,2024020506:8480382,3.39,4,0.0,0
OVER,2024020507:8479312,-3.0,3,0.0,0
OVER,2024020507:8481035,-4.0,4,-4.0,4
OVER,2024020508:8479361,3.3,4,0.0,0
OVER,2024020508:8479979,-4.0,4,-4.0,4
OVER,2024020509:8470594,-2.23,4,0.0,0
OVER,2024020509:8475683,4.03,4,4.03,4
OVER,2024020510:8477967,3.62,4,0.0,0
OVER,2024020510:8478872,-2.2,4,-2.2,4
OVER,2024020511:8477480,3.34,4,0.0,0
OVER,2024020511:8480843,-4.0,4,0.0,0
OVER,2024020512:8476412,-4.0,4,0.0,0
OVER,2024020513:8475311,-3.0,3,0.0,0
OVER,2024020513:8482783,-3.0,3,0.0,0
OVER,2024020514:8474596,-3.0,3,-3.0,3
OVER,2024020514:8478007,3.1900000000000004,4,0.0,0
OVER,2024020515:8477465,-4.0,4,0.0,0
OVER,2024020516:8482821,-4.0,4,0.0,0
OVER,2024020517:8476999,3.46,4,0.0,0
OVER,2024020517:8478435,-2.23,4,0.0,0
OVER,2024020518:8479973,-4.0,4,-1.0,1
OVER,2024020518:8480280,-4.0,4,0.0,0
OVER,2024020519:8478499,-4.0,4,-4.0,4
OVER,2024020520:8478406,2.49,3,2.49,3
OVER,2024020520:8480382,-4.0,4,0.0,0
OVER,2024020521:8480045,-4.0,4,-4.0,4
OVER,2024020522:8475660,2.58,3,0.0,0
OVER,2024020522:8478470,-3.0,3,0.0,0
OVER,2024020523:8475683,3.8099999999999996,4,3.8099999999999996,4
OVER,2024020524:8479292,-3.0,3,0.0,0
OVER,2024020524:8481611,-3.0,3,0.0,0
OVER,2024020525:8478048,3.33,4,0.0,0
OVER,2024020525:8479979,3.88,4,0.0,0
OVER,2024020526:8470594,-4.0,4,0.0,0
OVER,2024020526:8478872,3.21,4,0.8300000000000001,1
OVER,2024020527:8475809,2.6999999999999997,3,0.0,0
OVER,2024020527:8476434,-4.0,4,-4.0,4
OVER,2024020529:8475852,-4.0,4,0.0,0
OVER,2024020530:8475717,-2.0,2,-2.0,2
OVER,2024020530:8482137,1.6800000000000002,2,0.0,0
OVER,2024020531:8476914,-3.0,3,-3.0,3
OVER,2024020532:8478009,-4.0,4,-4.0,4
OVER,2024020534:8474593,-4.0,4,-4.0,4
OVER,2024020534:8477465,-4.0,4,0.0,0
OVER,2024020535:8478007,-3.0,3,0.0,0
OVER,2024020535:8481035,-4.0,4,-3.0,3
OVER,2024020536:8476945,-4.0,4,-4.0,4
OVER,2024020536:8482661,-3.0,3,0.0,0
OVER,2024020537:8480947,-4.0,4,0.0,0
OVER,2024020538:8475831,2.3600000000000003,3,0.0,0
OVER,2024020538:8478492,-3.0,3,0.0,0
OVER,2024020539:8478048,2.4000000000000004,3,0.0,0
OVER,2024020539:8481611,-2.0,2,0.0,0
OVER,2024020540:8476883,-1.0,1,0.0,0
OVER,2024020540:8481519,-3.0,3,-1.0,1
OVER,2024020541:8479496,-4.0,4,-1.0,1
OVER,2024020541:8480313,3.49,4,3.49,4
OVER,2024020542:8480843,-1.0,1,0.0,0
OVER,2024020542:8483530,1.58,2,1.58,2
OVER,2024020543:8478406,-3.0,3,0.0,0
OVER,2024020543:8478916,-3.0,3,0.0,0
OVER,2024020544:8476999,-4.0,4,0.0,0
OVER,2024020544:8479973,-4.0,4,0.0,0
OVER,2024020545:8471734,-4.0,4,0.0,0
OVER,2024020545:8474593,-3.0,3,-3.0,3
OVER,2024020546:8476945,-4.0,4,-4.0,4
OVER,2024020546:8479361,-3.0,3,0.0,0
OVER,2024020547:8480280,-4.0,4,0.0,0
OVER,2024020548:8475660,-4.0,4,0.0,0
OVER,2024020548:8476412,-3.0,3,-2.0,2
OVER,2024020549:8475683,1.8599999999999999,2,1.8599999999999999,2
OVER,2024020550:8477465,-4.0,4,0.0,0
OVER,2024020550:8481035,-4.0,4,-3.0,3
OVER,2024020551:8478470,3.62,4,0.0,0
OVER,2024020551:8482982,2.7399999999999998,3,0.0,0
OVER,2024020552:8478009,-4.0,4,-4.0,4
OVER,2024020552:8480045,3.8099999999999996,4,0.0,0
OVER,2024020553:8474682,-2.0,2,0.0,0
OVER,2024020554:8479406,3.79,4,3.79,4
OVER,2024020555:8482137,-2.0,2,0.0,0
OVER,2024020556:8478872,-4.0,4,0.0,0
OVER,2024020556:8479193,-2.0,2,0.0,0
OVER,2024020557:8476434,-3.0,3,0.0,0
OVER,2024020557:8478499,2.63,3,2.63,3
OVER,2024020558:8475852,-3.0,3,-3.0,3
OVER,2024020558:8480045,-3.0,3,0.0,0
OVER,2024020559:8475660,-4.0,4,0.0,0
OVER,2024020559:8479361,-4.0,4,0.0,0
OVER,2024020560:8474593,3.79,4,0.0,0
OVER,2024020560:8481611,-4.0,4,0.0,0
OVER,2024020561:8476914,1.7000000000000002,2,0.0,0
OVER,2024020561:8478007,-2.0,2,0.0,0
OVER,2024020562:8477424,-3.0,3,0.0,0
OVER,2024020562:8480981,-2.0,2,0.0,0
OVER,2024020563:8479406,-3.0,3,0.0,0
OVER,2024020563:8479979,-4.0,4,-4.0,4
OVER,2024020564:8478406,1.58,2,0.0,0
OVER,2024020564:8478872,2.84,3,2.84,3
OVER,2024020565:8478499,-3.0,3,-3.0,3
OVER,2024020565:8480382,1.6600000000000001,2,0.0,0
OVER,2024020566:8481519,-4.0,4,-4.0,4
OVER,2024020567:8475831,-4.0,4,0.0,0
OVER,2024020567:8477967,-4.0,4,0.0,0
OVER,2024020568:8480843,-4.0,4,0.0,0
OVER,2024020568:8481035,3.88,4,0.0,0
OVER,2024020569:8479973,-2.09,4,0.9099999999999999,1
OVER,2024020570:8480280,-3.0,3,-3.0,3
OVER,2024020571:8476899,2.79,3,0.9099999999999999,1
OVER,2024020571:8480313,2.95,3,2.95,3
OVER,2024020572:8476883,2.79,3,2.79,3
OVER,2024020572:8478048,-3.0,3,0.0,0
OVER,2024020573:8474596,1.8599999999999999,2,0.0,0
OVER,2024020573:8474682,-2.0,2,-2.0,2
OVER,2024020574:8476945,2.96,3,2.96,3
OVER,2024020574:8481544,-2.0,2,0.0,0
OVER,2024020575:8477465,2.51,3,0.0,0
OVER,2024020575:8478009,-4.0,4,-4.0,4
OVER,2024020576:8481692,-4.0,4,0.0,0
OVER,2024020576:8482137,1.76,2,0.0,0
OVER,2024020577:8479979,3.06,4,3.06,4
OVER,2024020577:8482821,3.3200000000000003,4,0.0,0
OVER,2024020578:8475717,3.7899999999999996,4,3.7899999999999996,4
OVER,2024020579:8479312,-3.0,3,0.0,0
OVER,2024020580:8478470,-3.0,3,0.0,0
OVER,2024020581:8477968,3.09,4,3.09,4
OVER,2024020582:8476412,-3.0,3,-3.0,3
OVER,2024020582:8480045,2.41,3,0.0,0
OVER,2024020583:8479406,3.52,4,3.52,4
OVER,2024020584:8478435,3.67,4,0.0,0
OVER,2024020584:8478492,3.58,4,3.58,4
OVER,2024020585:8479496,-4.0,4,-2.0,2
OVER,2024020586:8475683,3.3000000000000003,4,3.3000000000000003,4
OVER,2024020586:8478048,-3.0,3,0.0,0
OVER,2024020587:8476945,-4.0,4,-1.0,1
OVER,2024020587:8477424,-4.0,4,0.0,0
OVER,2024020588:8478872,3.5200000000000005,4,0.0,0
OVER,2024020589:8480280,-4.0,4,0.0,0
OVER,2024020589:8480313,3.4000000000000004,4,3.4000000000000004,4
OVER,2024020592:8475852,-4.0,4,0.0,0
OVER,2024020592:8476412,3.52,4,0.0,0
OVER,2024020593:8477968,-4.0,4,0.0,0
OVER,2024020593:8479312,-4.0,4,-4.0,4
OVER,2024020594:8478007,3.41,4,0.0,0
OVER,2024020594:8481611,3.6899999999999995,4,3.6899999999999995,4
OVER,2024020595:8479193,-4.0,4,-4.0,4
OVER,2024020595:8480045,3.2300000000000004,4,0.0,0
OVER,2024020596:8479406,3.78,4,0.0,0
OVER,2024020597:8477480,3.1900000000000004,4,0.0,0
OVER,2024020597:8478406,-4.0,4,0.0,0
OVER,2024020598:8474593,-3.0,3,-3.0,3
OVER,2024020599:8481035,-4.0,4,-4.0,4
OVER,2024020600:8480947,-2.0,2,0.0,0
OVER,2024020600:8481692,-4.0,4,-4.0,4
OVER,2024020601:8479973,3.2300000000000004,4,0.0,0
OVER,2024020601:8483530,3.12,4,0.0,0
OVER,2024020602:8474596,-2.0,2,-2.0,2
OVER,2024020603:8475683,3.29,4,0.0,0
OVER,2024020603:8481611,-4.0,4,0.0,0
OVER,2024020604:8471734,3.3000000000000003,4,0.0,0
OVER,2024020604:8480280,-4.0,4,-4.0,4
OVER,2024020605:8470594,2.6100000000000003,3,0.0,0
OVER,2024020605:8479292,3.6999999999999997,4,3.6999999999999997,4
OVER,2024020606:8475660,-2.0,2,0.0,0
OVER,2024020606:8478007,-4.0,4,-1.0,1
OVER,2024020607:8478009,3.8499999999999996,4,3.8499999999999996,4
OVER,2024020607:8479361,3.91,4,0.0,0
OVER,2024020608:8479979,-4.0,4,-4.0,4
OVER,2024020608:8482447,-2.0,2,0.0,0
OVER,2024020609:8476434,-4.0,4,0.0,0
OVER,2024020609:8476945,-4.0,4,0.0,0
OVER,2024020610:8475809,-3.0,3,-3.0,3
OVER,2024020611:8478435,-4.0,4,0.0,0
OVER,2024020611:8478872,-4.0,4,-1.0,1
OVER,2024020612:8478492,-3.0,3,0.0,0
OVER,2024020612:8482783,-3.0,3,0.0,0
OVER,2024020613:8477967,-4.0,4,0.0,0
OVER,2024020614:8476883,-4.0,4,-4.0,4
OVER,2024020614:8482137,-2.0,2,0.0,0
OVER,2024020615:8477465,3.5999999999999996,4,0.0,0
OVER,2024020615:8481519,2.86,3,2.86,3
OVER,2024020616:8478470,-3.0,3,0.0,0
OVER,2024020616:8482821,3.9399999999999995,4,0.0,0
OVER,2024020617:8476341,-3.0,3,0.0,0
OVER,2024020618:8479973,3.6399999999999997,4,3.6399999999999997,4
OVER,2024020618:8480843,-3.0,3,0.0,0
OVER,2024020619:8477424,2.4000000000000004,3,2.4000000000000004,3
OVER,2024020619:8480947,-4.0,4,0.0,0
OVER,2024020620:8471734,-4.0,4,0.0,0
OVER,2024020620:8480313,3.14,4,3.14,4
