game_date,game_id,goalie_name,betting_line,goalie_id,team_abbrev,opponent_team,is_home,predicted_saves,prob_over,confidence_pct,confidence_bucket,recommendation,bet_amount,bet_selection,actual_saves,result,profit_loss,notes,line_over,line_under,ev,book
2026-01-27,2025020839,Grubauer,24.5,8475831.0,SEA,WSH,1,24.5,0.5030648708343506,0.6129741668701172,50-55%,NO BET,,NONE,19.0,NO BET,0.0,,-120.0,-120.0,-0.042389690876007,PrizePicks
2026-01-27,2025020832,Dobes,23.5,8482487.0,MTL,VGK,1,23.60000038146973,0.5140204429626465,2.804088592529297,50-55%,NO BET,,NONE,32.0,NO BET,0.0,,-108.0,-120.0,-0.0052103400230407,BetOnline
2026-01-27,2025020832,Dobes,23.5,8482487.0,MTL,VGK,1,23.60000038146973,0.5140204429626465,2.804088592529297,50-55%,NO BET,,NONE,32.0,NO BET,0.0,,-111.0,-116.0,-0.0120459198951721,BetOnline
2026-01-27,2025020835,Allen,22.5,8474596.0,NJD,WPG,1,22.79999923706055,0.553225040435791,10.6450080871582,55-60%,OVER,,NONE,22.0,NO BET,0.0,,-108.0,-120.0,0.0339942574501037,BetOnline
2026-01-27,2025020835,Hellebuyck,24.5,8476945.0,WPG,NJD,0,24.5,0.4919174909591675,1.616501808166504,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-110.0,-118.0,-0.0318920612335205,BetOnline
2026-01-27,2025020837,Knight,25.5,8481519.0,CHI,MIN,0,25.39999961853027,0.4840939342975616,3.181213140487671,50-55%,NO BET,,NONE,20.0,NO BET,0.0,,-128.0,-101.0,0.0134185552597045,BetOnline
2026-01-27,2025020837,Knight,25.5,8481519.0,CHI,MIN,0,25.39999961853027,0.4840939342975616,3.181213140487671,50-55%,NO BET,,NONE,20.0,NO BET,0.0,,-124.0,101.0,0.0183936655521392,Underdog
2026-01-27,2025020837,Wallstedt,22.5,8482661.0,MIN,CHI,1,22.70000076293945,0.5361526608467102,7.230532169342041,50-55%,NO BET,,NONE,29.0,NO BET,0.0,,-111.0,-116.0,0.0100862979888916,BetOnline
2026-01-27,2025020835,Hellebuyck,,8476945.0,WPG,NJD,0,,,,,,,NONE,,,,,,,,Manual
2026-01-27,2025020835,Allen,22.5,8474596.0,NJD,WPG,1,22.79999923706055,0.553225040435791,10.6450080871582,55-60%,OVER,1.0,OVER,22.0,LOSS,-1.0,,-107.0,-122.0,0.0363168120384216,Manual
2026-01-27,2025020833,Gibson,23.5,8476434.0,DET,LAK,1,23.60000038146973,0.5226770639419556,4.535412788391113,50-55%,NO BET,,NONE,19.0,NO BET,0.0,,-112.0,-110.0,-0.0056248307228088,Underdog
2026-01-27,2025020831,Woll,24.5,8479361.0,TOR,BUF,1,24.29999923706055,0.4677028656005859,6.459426879882812,50-55%,NO BET,,NONE,24.0,NO BET,0.0,,-117.0,-106.0,0.0177340507507324,Underdog
2026-01-27,2025020834,Bobrovsky,21.5,8475683.0,FLA,UTA,1,21.60000038146973,0.5155121088027954,3.102421760559082,50-55%,NO BET,,NONE,16.0,NO BET,0.0,,-125.0,102.0,-0.0105616152286529,Underdog
2026-01-27,2025020832,Dobes,23.5,8482487.0,MTL,VGK,1,23.60000038146973,0.5140204429626465,2.804088592529297,50-55%,NO BET,,NONE,32.0,NO BET,0.0,,-107.0,-115.0,-0.0028877854347229,Underdog
2026-01-27,2025020835,Allen,22.5,8474596.0,NJD,WPG,1,22.79999923706055,0.553225040435791,10.6450080871582,55-60%,OVER,2.0,OVER,22.0,LOSS,-2.0,,-108.0,-114.0,0.0339942574501037,Underdog
2026-01-27,2025020833,Gibson,23.5,8476434.0,DET,LAK,1,23.60000038146973,0.5226770639419556,4.535412788391113,50-55%,NO BET,,NONE,19.0,NO BET,0.0,,-120.0,-120.0,-0.0227774977684021,PrizePicks
2026-01-27,2025020835,Allen,22.5,8474596.0,NJD,WPG,1,22.79999923706055,0.553225040435791,10.6450080871582,55-60%,NO BET,,NONE,22.0,NO BET,0.0,,-120.0,-120.0,0.0077704787254333,PrizePicks
2026-01-27,2025020832,Dobes,23.5,8482487.0,MTL,VGK,1,23.60000038146973,0.5140204429626465,2.804088592529297,50-55%,NO BET,,NONE,32.0,NO BET,0.0,,-120.0,-120.0,-0.0314341187477111,PrizePicks
2026-01-27,2025020831,Woll,24.5,8479361.0,TOR,BUF,1,24.29999923706055,0.4677028656005859,6.459426879882812,50-55%,NO BET,,NONE,24.0,NO BET,0.0,,-120.0,-120.0,-0.0131574273109436,PrizePicks
2026-01-27,2025020831,Luukkonen,24.5,8480045.0,BUF,TOR,0,24.5,0.4946154057979584,1.076918840408325,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-113.0,-109.0,-0.0161465406417846,Underdog
2026-01-27,2025020831,Woll,24.5,8479361.0,TOR,BUF,1,24.29999923706055,0.4677028656005859,6.459426879882812,50-55%,UNDER,2.0,UNDER,24.0,WIN,2.04,,-125.0,102.0,0.0372476279735565,Underdog
2026-01-27,2025020831,Luukkonen,24.5,8480045.0,BUF,TOR,0,24.5,0.4946154057979584,1.076918840408325,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-118.0,-105.0,-0.0068105459213256,Underdog
2026-01-27,2025020833,Gibson,23.5,8476434.0,DET,LAK,1,23.60000038146973,0.5226770639419556,4.535412788391113,50-55%,NO BET,,NONE,19.0,NO BET,0.0,,-115.0,-107.0,-0.0122066736221313,Underdog
2026-01-27,2025020834,Bobrovsky,22.5,8475683.0,FLA,UTA,1,22.60000038146973,0.5155121088027954,3.102421760559082,50-55%,NO BET,,NONE,16.0,NO BET,0.0,,-103.0,-120.0,0.0081229209899902,Underdog
2026-01-27,2025020835,Hellebuyck,24.5,8476945.0,WPG,NJD,0,24.5,0.4919174909591675,1.616501808166504,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-113.0,-109.0,-0.0134485960006713,Underdog
2026-01-27,2025020835,Hellebuyck,24.5,8476945.0,WPG,NJD,0,24.5,0.4919174909591675,1.616501808166504,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-120.0,-120.0,-0.0373720526695251,PrizePicks
2026-01-27,2025020831,Luukkonen,24.5,8480045.0,BUF,TOR,0,24.5,0.4946154057979584,1.076918840408325,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-120.0,-120.0,-0.0400699973106384,PrizePicks
2026-01-27,2025020833,Gibson,,8476434.0,DET,LAK,1,,,,,,,NONE,,,,,,,,Manual
2026-01-27,2025020831,Woll,24.5,8479361.0,TOR,BUF,1,24.29999923706055,0.4677028656005859,6.459426879882812,50-55%,UNDER,1.0,UNDER,24.0,WIN,0.9615384615384616,,-125.0,-104.0,0.0224931836128234,Manual
2026-01-27,2025020834,Bobrovsky,,8475683.0,FLA,UTA,1,,,,,,,NONE,,,,,,,,Manual
2026-01-27,2025020832,Dobes,,8482487.0,MTL,VGK,1,,,,,,,NONE,,,,,,,,Manual
2026-01-27,2025020831,Luukkonen,,8480045.0,BUF,TOR,0,,,,,,,NONE,,,,,,,,Manual
2026-01-27,2025020836,Binnington,22.5,8476412.0,STL,DAL,1,22.60000038146973,0.5236468315124512,4.729366302490234,50-55%,NO BET,,NONE,20.0,NO BET,0.0,,-111.0,-116.0,-0.0024195313453674,BetOnline
2026-01-27,2025020833,Forsberg,23.5,8476341.0,LAK,DET,0,23.60000038146973,0.5270819664001465,5.416393280029297,50-55%,NO BET,,NONE,27.0,NO BET,0.0,,-121.0,-103.0,-0.0204293727874755,Underdog
2026-01-27,2025020838,Lankinen,22.5,8480947.0,VAN,SJS,1,22.70000076293945,0.535576343536377,7.115268707275391,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-123.0,-105.0,-0.0159931778907775,BetOnline
2026-01-27,2025020830,Swayman,24.5,8480280.0,BOS,NSH,1,24.39999961853027,0.4758935570716858,4.821288585662842,50-55%,NO BET,,NONE,28.0,NO BET,0.0,,-120.0,-120.0,-0.0213481187820434,PrizePicks
2026-01-27,2025020830,Saros,23.5,8477424.0,NSH,BOS,0,23.60000038146973,0.514534056186676,2.906811237335205,50-55%,NO BET,,NONE,25.0,NO BET,0.0,,-120.0,-120.0,-0.0309205055236816,PrizePicks
2026-01-27,2025020837,Knight,26.0,8481519.0,CHI,MIN,0,25.89999961853027,0.4841515421867371,3.169691562652588,50-55%,NO BET,,NONE,20.0,NO BET,0.0,,-120.0,-120.0,-0.0296061038970947,PrizePicks
2026-01-27,2025020836,Oettinger,21.5,8479979.0,DAL,STL,0,21.70000076293945,0.5381660461425781,7.633209228515625,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-111.0,-116.0,0.0120996832847595,BetOnline
2026-01-27,2025020831,Luukkonen,24.5,8480045.0,BUF,TOR,0,24.5,0.4946154057979584,1.076918840408325,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-118.0,-110.0,-0.0184249877929687,BetOnline
2026-01-27,2025020831,Woll,25.5,8479361.0,TOR,BUF,1,25.29999923706055,0.4653855860233307,6.922883033752441,50-55%,NO BET,,NONE,24.0,NO BET,0.0,,103.0,-133.0,-0.0272252559661865,BetOnline
2026-01-27,2025020834,Bobrovsky,22.5,8475683.0,FLA,UTA,1,22.60000038146973,0.5155121088027954,3.102421760559082,50-55%,NO BET,,NONE,16.0,NO BET,0.0,,-103.0,-125.0,0.0081229209899902,BetOnline
2026-01-27,2025020832,Dobes,23.5,8482487.0,MTL,VGK,1,23.60000038146973,0.5140204429626465,2.804088592529297,50-55%,NO BET,,NONE,32.0,NO BET,0.0,,-109.0,-119.0,-0.0075106620788574,BetOnline
2026-01-27,2025020838,Lankinen,22.5,8480947.0,VAN,SJS,1,22.70000076293945,0.535576343536377,7.115268707275391,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-125.0,-103.0,-0.0199792385101318,BetOnline
2026-01-27,2025020838,Askarov,24.5,8482137.0,SJS,VAN,0,24.39999961853027,0.4759393334388733,4.812133312225342,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-112.0,-115.0,-0.0108230710029602,BetOnline
2026-01-27,2025020832,Schmid,21.5,8481033.0,VGK,MTL,0,21.70000076293945,0.5360070466995239,7.201409339904785,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-113.0,-109.0,0.0054906010627746,Underdog
2026-01-27,2025020839,Thompson,23.5,8480313.0,WSH,SEA,0,23.70000076293945,0.5345218777656555,6.904375553131104,50-55%,OVER,1.0,OVER,27.0,WIN,0.9803921568627452,,-102.0,-122.0,0.0295713543891906,Underdog
2026-01-27,2025020830,Swayman,23.5,8480280.0,BOS,NSH,1,23.60000038146973,0.5169528722763062,3.39057445526123,50-55%,NO BET,,NONE,28.0,NO BET,0.0,,-130.0,101.0,-0.0144653022289276,BetOnline
2026-01-27,2025020830,Saros,24.5,8477424.0,NSH,BOS,0,24.39999961853027,0.4805526733398438,3.88946533203125,50-55%,NO BET,,NONE,25.0,NO BET,0.0,,-102.0,-127.0,-0.024397850036621,BetOnline
2026-01-27,2025020835,Hellebuyck,24.5,8476945.0,WPG,NJD,0,24.5,0.4919174909591675,1.616501808166504,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-115.0,-112.0,-0.0202193856239318,BetOnline
2026-01-27,2025020830,Swayman,24.5,8480280.0,BOS,NSH,1,24.39999961853027,0.4758935570716858,4.821288585662842,50-55%,NO BET,,NONE,28.0,NO BET,0.0,,-108.0,-114.0,-0.008603811264038,Underdog
2026-01-27,2025020831,Woll,25.5,8479361.0,TOR,BUF,1,25.29999923706055,0.4653855860233307,6.922883033752441,50-55%,NO BET,,NONE,24.0,NO BET,0.0,,100.0,-130.0,-0.0306029319763183,BetOnline
2026-01-27,2025020835,Allen,22.5,8474596.0,NJD,WPG,1,22.79999923706055,0.553225040435791,10.6450080871582,55-60%,OVER,,NONE,22.0,NO BET,0.0,,-105.0,-123.0,0.041029930114746,BetOnline
2026-01-27,2025020837,Knight,26.5,8481519.0,CHI,MIN,0,26.39999961853027,0.4792600870132446,4.147982597351074,50-55%,NO BET,,NONE,20.0,NO BET,0.0,,104.0,-135.0,-0.0109359920024871,BetOnline
2026-01-27,2025020839,Thompson,23.5,8480313.0,WSH,SEA,0,23.70000076293945,0.5345218777656555,6.904375553131104,50-55%,NO BET,,NONE,27.0,NO BET,0.0,,-120.0,-120.0,-0.0109326839447021,PrizePicks
2026-01-27,2025020830,Saros,24.5,8477424.0,NSH,BOS,0,24.39999961853027,0.4805526733398438,3.88946533203125,50-55%,NO BET,,NONE,25.0,NO BET,0.0,,107.0,-139.0,-0.0025391280651092,BetOnline
2026-01-27,2025020832,Dobes,23.5,8482487.0,MTL,VGK,1,23.60000038146973,0.5140204429626465,2.804088592529297,50-55%,NO BET,,NONE,32.0,NO BET,0.0,,-112.0,-110.0,-0.0142814517021179,Underdog
2026-01-27,2025020834,Vanecek,24.5,8477970.0,UTA,FLA,0,24.5,0.4938078820705414,1.238423585891724,50-55%,NO BET,,NONE,25.0,NO BET,0.0,,-114.0,-108.0,-0.013038694858551,Underdog
2026-01-27,2025020830,Swayman,23.5,8480280.0,BOS,NSH,1,23.60000038146973,0.5169528722763062,3.39057445526123,50-55%,NO BET,,NONE,28.0,NO BET,0.0,,-128.0,-101.0,-0.0194404125213623,BetOnline
2026-01-27,2025020830,Swayman,23.5,8480280.0,BOS,NSH,1,23.60000038146973,0.5169528722763062,3.39057445526123,50-55%,NO BET,,NONE,28.0,NO BET,0.0,,-134.0,109.0,0.0045782327651977,Underdog
2026-01-27,2025020833,Forsberg,23.5,8476341.0,LAK,DET,0,23.60000038146973,0.5270819664001465,5.416393280029297,50-55%,NO BET,,NONE,27.0,NO BET,0.0,,-124.0,102.0,-0.022131472826004,Underdog
2026-01-27,2025020838,Askarov,24.5,8482137.0,SJS,VAN,0,24.39999961853027,0.4759393334388733,4.812133312225342,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-112.0,-110.0,0.0002511143684387,Underdog
2026-01-27,2025020839,Grubauer,24.5,8475831.0,SEA,WSH,1,24.5,0.5030648708343506,0.6129741668701172,50-55%,NO BET,,NONE,19.0,NO BET,0.0,,-124.0,102.0,0.0018856227397918,Underdog
2026-01-27,2025020831,Woll,24.5,8479361.0,TOR,BUF,1,24.29999923706055,0.4677028656005859,6.459426879882812,50-55%,UNDER,,NONE,24.0,NO BET,0.0,,-127.0,-102.0,0.0273466110229492,BetOnline
2026-01-27,2025020831,Luukkonen,24.5,8480045.0,BUF,TOR,0,24.5,0.4946154057979584,1.076918840408325,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-120.0,-108.0,-0.013846218585968,BetOnline
2026-01-27,2025020833,Gibson,23.5,8476434.0,DET,LAK,1,23.60000038146973,0.5226770639419556,4.535412788391113,50-55%,NO BET,,NONE,19.0,NO BET,0.0,,-114.0,-114.0,-0.0100331902503967,BetOnline
2026-01-27,2025020833,Forsberg,23.5,8476341.0,LAK,DET,0,23.60000038146973,0.5270819664001465,5.416393280029297,50-55%,NO BET,,NONE,27.0,NO BET,0.0,,-123.0,-105.0,-0.024487555027008,BetOnline
2026-01-27,2025020835,Allen,22.5,8474596.0,NJD,WPG,1,22.79999923706055,0.553225040435791,10.6450080871582,55-60%,OVER,,NONE,22.0,NO BET,0.0,,-106.0,-122.0,0.0386619567871093,BetOnline
2026-01-27,2025020835,Hellebuyck,24.5,8476945.0,WPG,NJD,0,24.5,0.4919174909591675,1.616501808166504,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-109.0,-119.0,-0.0296136140823364,BetOnline
2026-01-27,2025020830,Saros,24.5,8477424.0,NSH,BOS,0,24.39999961853027,0.4805526733398438,3.88946533203125,50-55%,NO BET,,NONE,25.0,NO BET,0.0,,-104.0,-118.0,-0.0218370556831359,Underdog
2026-01-27,2025020836,Binnington,22.5,8476412.0,STL,DAL,1,22.60000038146973,0.5236468315124512,4.729366302490234,50-55%,NO BET,,NONE,20.0,NO BET,0.0,,-112.0,-115.0,-0.0046550631523132,BetOnline
2026-01-27,2025020836,Oettinger,21.5,8479979.0,DAL,STL,0,21.70000076293945,0.5381660461425781,7.633209228515625,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-114.0,-114.0,0.0054557919502258,BetOnline
2026-01-27,2025020839,Grubauer,24.5,8475831.0,SEA,WSH,1,24.5,0.5030648708343506,0.6129741668701172,50-55%,NO BET,,NONE,19.0,NO BET,0.0,,-123.0,-105.0,-0.0152599811553955,BetOnline
2026-01-27,2025020837,Wallstedt,22.5,8482661.0,MIN,CHI,1,22.70000076293945,0.5361526608467102,7.230532169342041,50-55%,NO BET,,NONE,29.0,NO BET,0.0,,-112.0,-115.0,0.0078507661819458,BetOnline
2026-01-27,2025020831,Luukkonen,24.5,8480045.0,BUF,TOR,0,24.5,0.4946154057979584,1.076918840408325,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-119.0,-109.0,-0.0161465406417846,BetOnline
2026-01-27,2025020834,Bobrovsky,22.5,8475683.0,FLA,UTA,1,22.60000038146973,0.5155121088027954,3.102421760559082,50-55%,OVER,1.0,OVER,16.0,LOSS,-1.0,,104.0,-127.0,0.0253160297870636,Underdog
2026-01-27,2025020838,Lankinen,22.5,8480947.0,VAN,SJS,1,22.70000076293945,0.535576343536377,7.115268707275391,50-55%,NO BET,,NONE,3.0,NO BET,0.0,,-125.0,103.0,-0.0199792385101318,Underdog
2026-01-27,2025020833,Forsberg,23.5,8476341.0,LAK,DET,0,23.60000038146973,0.5270819664001465,5.416393280029297,50-55%,NO BET,,NONE,27.0,NO BET,0.0,,-120.0,-120.0,-0.0183725953102111,PrizePicks
2026-01-27,2025020838,Askarov,24.5,8482137.0,SJS,VAN,0,24.39999961853027,0.4759393334388733,4.812133312225342,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-120.0,-120.0,-0.0213938951492309,PrizePicks
2026-01-27,2025020835,Hellebuyck,24.5,8476945.0,WPG,NJD,0,24.5,0.4919174909591675,1.616501808166504,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-112.0,-115.0,-0.0268012285232543,BetOnline
2026-01-27,2025020831,Woll,25.5,8479361.0,TOR,BUF,1,25.29999923706055,0.4653855860233307,6.922883033752441,50-55%,NO BET,,NONE,24.0,NO BET,0.0,,106.0,-137.0,-0.0200513005256652,BetOnline
2026-01-27,2025020835,Hellebuyck,24.5,8476945.0,WPG,NJD,0,24.5,0.4919174909591675,1.616501808166504,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-114.0,-114.0,-0.0246277451515197,BetOnline
2026-01-28,2025020841,Blackwood,24.5,8478406.0,COL,OTT,0,24.39999961853027,0.472442626953125,5.511474609375,50-55%,NO BET,,NONE,18.0,NO BET,0.0,,-120.0,-120.0,-0.0178971886634826,PrizePicks
2026-01-28,2025020840,Vladar,24.5,8478435.0,PHI,CBJ,0,24.39999961853027,0.4879578948020935,2.408421039581299,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-120.0,-120.0,-0.0334124565124511,PrizePicks
2026-01-28,2025020840,Merzlikins,23.5,8478007.0,CBJ,PHI,1,23.60000038146973,0.5165077447891235,3.301548957824707,50-55%,NO BET,,NONE,24.0,NO BET,0.0,,-120.0,-120.0,-0.0289468169212341,PrizePicks
2026-01-28,2025020842,Rittich,22.5,8479496.0,NYI,NYR,1,22.60000038146973,0.5299665927886963,5.993318557739258,50-55%,NO BET,1.0,OVER,14.0,LOSS,-1.0,,-105.0,-118.0,0.0177714824676513,Underdog
2026-01-28,2025020841,Reimer,25.5,8473503.0,OTT,COL,1,25.39999961853027,0.4711481332778931,5.770373344421387,50-55%,UNDER,1.0,UNDER,16.0,WIN,0.970873786407767,,-120.0,-103.0,0.0214626789093017,Underdog
2026-01-28,2025020842,Martin,24.5,8477484.0,NYR,NYI,0,24.39999961853027,0.478788286447525,4.242342948913574,50-55%,NO BET,,NONE,31.0,NO BET,0.0,,-104.0,-120.0,-0.0242428183555603,Underdog
2026-01-28,2025020842,Rittich,22.5,8479496.0,NYI,NYR,1,22.60000038146973,0.5299665927886963,5.993318557739258,50-55%,NO BET,,NONE,14.0,NO BET,0.0,,-112.0,-110.0,0.0016646981239318,Underdog
2026-01-28,2025020842,Martin,24.5,8477484.0,NYR,NYI,0,24.39999961853027,0.478788286447525,4.242342948913574,50-55%,NO BET,,NONE,31.0,NO BET,0.0,,-120.0,-120.0,-0.0242428183555603,PrizePicks
2026-01-28,2025020840,Merzlikins,23.5,8478007.0,CBJ,PHI,1,23.60000038146973,0.5165077447891235,3.301548957824707,50-55%,NO BET,,NONE,24.0,NO BET,0.0,,-107.0,-115.0,-0.0004004836082458,Underdog
2026-01-28,2025020840,Vladar,23.5,8478435.0,PHI,CBJ,0,23.60000038146973,0.5205114483833313,4.10228967666626,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-125.0,102.0,-0.0155609548091888,Underdog
2026-01-28,2025020841,Blackwood,24.5,8478406.0,COL,OTT,0,24.39999961853027,0.472442626953125,5.511474609375,50-55%,NO BET,,NONE,18.0,NO BET,0.0,,-103.0,-120.0,-0.0178971886634826,Underdog
2026-01-28,2025020841,Reimer,25.5,8473503.0,OTT,COL,1,25.39999961853027,0.4711481332778931,5.770373344421387,50-55%,NO BET,,NONE,16.0,NO BET,0.0,,-104.0,-120.0,-0.0166026949882507,Underdog
2026-01-28,2025020842,Rittich,22.5,8479496.0,NYI,NYR,1,22.60000038146973,0.5299665927886963,5.993318557739258,50-55%,NO BET,,NONE,14.0,NO BET,0.0,,-120.0,-120.0,-0.0154879689216613,PrizePicks
2026-01-28,2025020841,Reimer,25.5,8473503.0,OTT,COL,1,25.39999961853027,0.4711481332778931,5.770373344421387,50-55%,NO BET,,NONE,16.0,NO BET,0.0,,-120.0,-120.0,-0.0166026949882507,PrizePicks
2026-01-29,2025020854,Ingram,21.5,8478971.0,EDM,SJS,1,21.60000038146973,0.529077410697937,5.815482139587402,50-55%,NO BET,,NONE,18.0,NO BET,0.0,,-110.0,-118.0,0.005267858505249,BetOnline
2026-01-29,2025020851,Bussi,21.5,8483548.0,CAR,UTA,1,21.60000038146973,0.5193274617195129,3.865492343902588,50-55%,NO BET,,NONE,21.0,NO BET,0.0,,-103.0,-121.0,0.0119382739067077,Underdog
2026-01-29,2025020851,Vejmelka,25.5,8478872.0,UTA,CAR,0,25.5,0.4915177822113037,1.696443557739258,50-55%,NO BET,,NONE,28.0,NO BET,0.0,,-124.0,101.0,0.0109697878360748,Underdog
2026-01-29,2025020848,Markstrom,23.5,8474593.0,NJD,NSH,1,23.60000038146973,0.5161229372024536,3.224587440490723,50-55%,NO BET,,NONE,27.0,NO BET,0.0,,-103.0,-121.0,0.0087337493896484,Underdog
2026-01-29,2025020847,Hellebuyck,23.5,8476945.0,WPG,TBL,0,23.60000038146973,0.529326319694519,5.865263938903809,50-55%,NO BET,,NONE,33.0,NO BET,0.0,,-125.0,103.0,-0.0219371616840362,Underdog
2026-01-29,2025020844,Kuemper,22.5,8475311.0,LAK,BUF,0,22.70000076293945,0.5395511388778687,7.91022777557373,50-55%,NO BET,,NONE,28.0,NO BET,0.0,,-124.0,101.0,-0.0140202641487121,Underdog
2026-01-29,2025020847,Vasilevskiy,21.5,8476883.0,TBL,WPG,1,21.60000038146973,0.5230324864387512,4.606497287750244,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-118.0,-105.0,-0.018251895904541,Underdog
2026-01-29,2025020846,Gibson,24.5,8476434.0,DET,WSH,1,24.39999961853027,0.4815677106380463,3.686457872390747,50-55%,NO BET,,NONE,20.0,NO BET,0.0,,-102.0,-121.0,-0.0233828127384185,Underdog
2026-01-29,2025020846,Lindgren,24.5,8479292.0,WSH,DET,0,24.29999923706055,0.4649927020072937,7.00145959854126,50-55%,NO BET,,NONE,18.0,NO BET,0.0,,-113.0,-109.0,0.0134761929512023,Underdog
2026-01-29,2025020853,Cooley,26.5,8482445.0,CGY,MIN,0,26.29999923706055,0.4657675623893738,6.846487522125244,50-55%,NO BET,,NONE,20.0,NO BET,0.0,,-106.0,-117.0,-0.0049380660057067,Underdog
2026-01-29,2025020853,Gustavsson,24.5,8479406.0,MIN,CGY,1,24.5,0.4979816079139709,0.4036784172058105,50-55%,NO BET,,NONE,29.0,NO BET,0.0,,-122.0,-102.0,-0.0029321312904357,Underdog
2026-01-29,2025020852,Hofer,24.5,8480981.0,STL,FLA,1,24.5,0.4963505268096924,0.7298946380615234,50-55%,NO BET,,NONE,16.0,NO BET,0.0,,-122.0,100.0,0.0036494731903076,Underdog
2026-01-29,2025020850,Soderblom,25.5,8482821.0,CHI,PIT,0,25.29999923706055,0.4653881788253784,6.922364234924316,50-55%,NO BET,,NONE,39.0,NO BET,0.0,,-108.0,-114.0,0.0019015669822692,Underdog
2026-01-29,2025020852,Tarasov,20.5,8480193.0,FLA,STL,0,20.60000038146973,0.5156127214431763,3.122544288635254,50-55%,NO BET,,NONE,26.0,NO BET,0.0,,-115.0,-107.0,-0.0192710161209106,Underdog
2026-01-29,2025020854,Askarov,26.5,8482137.0,SJS,EDM,0,26.29999923706055,0.4632219076156616,7.355618476867676,50-55%,UNDER,1.0,UNDER,28.0,LOSS,-1.0,,-118.0,-105.0,0.0245829820632934,Underdog
2026-01-29,2025020856,Oettinger,24.5,8479979.0,DAL,VGK,0,24.39999961853027,0.489933043718338,2.013391256332397,50-55%,NO BET,,NONE,17.0,NO BET,0.0,,-114.0,-108.0,-0.0091637969017028,Underdog
2026-01-29,2025020856,Hill,20.5,8478499.0,VGK,DAL,1,20.70000076293945,0.5321558713912964,6.431174278259277,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-121.0,-102.0,-0.0153554677963256,Underdog
2026-01-29,2025020857,Daccord,23.5,8478916.0,SEA,TOR,1,23.70000076293945,0.531597912311554,6.319582462310791,50-55%,NO BET,,NONE,29.0,NO BET,0.0,,-113.0,-109.0,0.0010814666748046,Underdog
2026-01-29,2025020857,Stolarz,24.5,8476932.0,TOR,SEA,0,24.39999961853027,0.4759588837623596,4.808223247528076,50-55%,NO BET,1.0,UNDER,17.0,WIN,0.9803921568627452,,-121.0,-102.0,0.0190905928611755,Underdog
2026-01-29,2025020855,Tolopilo,24.5,8484268.0,VAN,ANA,1,24.29999923706055,0.4654780924320221,6.90438175201416,50-55%,NO BET,,NONE,32.0,NO BET,0.0,,-113.0,-109.0,0.0129908323287963,Underdog
2026-01-29,2025020848,Markstrom,23.5,8474593.0,NJD,NSH,1,23.60000038146973,0.5161229372024536,3.224587440490723,50-55%,NO BET,,NONE,27.0,NO BET,0.0,,-120.0,-120.0,-0.029331624507904,PrizePicks
2026-01-29,2025020847,Vasilevskiy,21.5,8476883.0,TBL,WPG,1,21.60000038146973,0.5230324864387512,4.606497287750244,50-55%,NO BET,,NONE,23.0,NO BET,0.0,,-120.0,-120.0,-0.0224220752716064,PrizePicks
2026-01-29,2025020850,Soderblom,25.5,8482821.0,CHI,PIT,0,25.29999923706055,0.4653881788253784,6.922364234924316,50-55%,NO BET,,NONE,39.0,NO BET,0.0,,-120.0,-120.0,-0.010842740535736,PrizePicks
2026-01-29,2025020850,Silovs,21.5,8481668.0,PIT,CHI,1,21.70000076293945,0.5433188676834106,8.663773536682129,50-55%,NO BET,,NONE,18.0,NO BET,0.0,,-120.0,-120.0,-0.002135694026947,PrizePicks
2026-01-29,2025020854,Ingram,21.5,8478971.0,EDM,SJS,1,21.60000038146973,0.529077410697937,5.815482139587402,50-55%,NO BET,,NONE,18.0,NO BET,0.0,,-110.0,-112.0,0.005267858505249,Underdog
2026-01-29,2025020843,Ersson,22.5,8481035.0,PHI,BOS,0,22.60000038146973,0.5204097032546997,4.081940650939941,50-55%,NO BET,,NONE,15.0,NO BET,0.0,,-120.0,-120.0,-0.0250448584556579,PrizePicks
